PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1213,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S
1214,3,"Slocovski, Mr. Selman Francis",male,,0,0,SOTON/OQ 392086,8.05,,S
1215,3,"Smiljanic, Mr. Mile",male,,0,0,315037,8.6625,,S
1216,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q
1217,3,"Smyth, Miss. Julia",female,,0,0,335432,7.7333,,Q
1218,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,S
1219,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,,S
1220,3,"Spector, Mr. Woolf",male,,0,0,A.5. 3236,8.05,,S
1221,3,"Spinner, Mr. Henry John",male,32.0,0,0,STON/OQ. 369943,8.05,,S
1222,3,"Staneff, Mr. Ivan",male,,0,0,349208,7.8958,,S
1223,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C
1224,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,,S
1225,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,,S
1226,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,,,S
1227,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,,S
1228,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,,S
1229,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,,S
1230,3,"Strilic, Mr. Ivan",male,27.0,0,0,315083,8.6625,,S
1231,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S
1232,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S
1233,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S
1234,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,S
1235,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,,S
1236,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,,S
1237,3,"Svensson, Mr. Johan Cervin",male,14.0,0,0,7538,9.225,,S
1238,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,,S
1239,3,"Tenglin, Mr. Gunnar Isidor",male,25.0,0,0,350033,7.7958,,S
1240,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,,S
1241,3,"Thomas, Master. Assad Alexander",male,0.4167,0,1,2625,8.5167,,C
1242,3,"Thomas, Mr. Charles P",male,,1,0,2621,6.4375,,C
1243,3,"Thomas, Mr. John",male,,0,0,2681,6.4375,,C
1244,3,"Thomas, Mr. Tannous",male,,0,0,2684,7.225,,C
1245,3,"Thomas, Mrs. Alexander (Thamine 'Thelma')",female,16.0,1,1,2625,8.5167,,C
1246,3,"Thomson, Mr. Alexander Morrison",male,,0,0,32302,8.05,,S
1247,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S
1248,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S
1249,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,S
1250,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q
1251,3,"Todoroff, Mr. Lalio",male,,0,0,349216,7.8958,,S
1252,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S
1253,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,,S
1254,3,"Torfa, Mr. Assad",male,,0,0,2673,7.2292,,C
1255,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,,S
1256,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C
1257,3,"Touma, Master. Georges Youssef",male,7.0,1,1,2650,15.2458,,C
1258,3,"Touma, Miss. Maria Youssef",female,9.0,1,1,2650,15.2458,,C
1259,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C
1260,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,,S
1261,3,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138,9.8417,,S
1262,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,,S
1263,3,"van Billiard, Master. James William",male,,1,1,A/5. 851,14.5,,S
1264,3,"van Billiard, Master. Walter John",male,11.5,1,1,A/5. 851,14.5,,S
1265,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,,S
1266,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,S
1267,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,,S
1268,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,,S
1269,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S
1270,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,,S
1271,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,,S
1272,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,S
1273,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,,S
1274,3,"Vander Planke, Miss. Augusta Maria",female,18.0,2,0,345764,18.0,,S
1275,3,"Vander Planke, Mr. Julius",male,31.0,3,0,345763,18.0,,S
1276,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S
1277,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31.0,1,0,345763,18.0,,S
1278,3,"Vartanian, Mr. David",male,22.0,0,0,2658,7.225,,C
1279,3,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,,S
1280,3,"Vestrom, Miss. Hulda Amanda Adolfina",female,14.0,0,0,350406,7.8542,,S
1281,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,,S
1282,3,"Waelens, Mr. Achille",male,22.0,0,0,345767,9.0,,S
1283,3,"Ware, Mr. Frederick",male,,0,0,359309,8.05,,S
1284,3,"Warren, Mr. Charles William",male,,0,0,C.A. 49867,7.55,,S
1285,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S
1286,3,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,,S
1287,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,0,0,2688,7.2292,,C
1288,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,,S
1289,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,S
1290,3,"Wiklund, Mr. Karl Johan",male,21.0,1,0,3101266,6.4958,,S
1291,3,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,1,0,363272,7.0,,S
1292,3,"Willer, Mr. Aaron ('Abi Weller')",male,,0,0,3410,8.7125,,S
1293,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S
1294,3,"Williams, Mr. Howard Hugh 'Harry'",male,,0,0,A/5 2466,8.05,,S
1295,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S
1296,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,,S
1297,3,"Wirz, Mr. Albert",male,27.0,0,0,315154,8.6625,,S
1298,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S
1299,3,"Wittevrongel, Mr. Camille",male,36.0,0,0,345771,9.5,,S
1300,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,,C
1301,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,,C
1302,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,,C
1303,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C
1304,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C
1305,3,"Zabour, Miss. Hileni",female,14.5,1,0,2665,14.4542,,C
1306,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C
1307,3,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,,C
1308,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,,C
1309,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,,S
